1685761341.843311,2
1685761341.946720,5
1685761342.050910,6
1685761342.165255,7
1685761342.279100,7
1685761342.392222,7
1685761342.507758,7
1685761342.621061,8
1685761342.734268,11
1685761342.847610,13
1685761342.962037,14
1685761343.077078,16
1685761343.190144,14
1685761343.303337,13
1685761343.421027,13
1685761343.535324,12
1685761343.649672,13
1685761343.763042,15
1685761343.876598,16
1685761343.993933,16
1685761344.106980,16
1685761344.220399,13
1685761344.333371,15
1685761344.437430,12
1685761344.550364,13
1685761344.664614,11
1685761344.778715,12
1685761344.893027,11
1685761345.006166,13
1685761345.120912,15
1685761345.234723,17
1685761345.347889,16
1685761345.455778,17
1685761345.570855,16
1685761345.685128,17
1685761345.799855,15
1685761345.913790,16
1685761346.027899,12
1685761346.141464,14
1685761346.254928,11
1685761346.368107,16
1685761346.481453,14
1685761346.594949,14
1685761346.710478,14
1685761346.827232,15
1685761346.942230,13
1685761347.055956,11
1685761347.169632,12
1685761347.283136,11
1685761347.396604,11
1685761347.510241,10
1685761347.623748,6
1685761347.736678,6
1685761347.852081,6
1685761347.960706,7
1685761348.080363,5
1685761348.188495,5
1685761348.302264,6
1685761348.415852,6
1685761348.529247,6
1685761348.643153,4
1685761348.756947,6
1685761348.864980,6
1685761348.987147,6
1685761349.100768,5
1685761349.216893,6
1685761349.332963,4
1685761349.446688,5
1685761349.560158,5
1685761349.673647,6
1685761349.788120,5
1685761349.902963,6
1685761350.017483,6
1685761350.130760,5
1685761350.244740,4
1685761350.358367,6
1685761350.465925,6
1685761350.580058,5
1685761350.695401,5
1685761350.809816,6
1685761350.923323,6
1685761351.037495,5
1685761351.151275,5
1685761351.269901,5
1685761351.385029,6
1685761351.498310,7
1685761351.612857,8
1685761351.734617,6
1685761351.848102,5
1685761351.961625,2
1685761352.075051,4
1685761352.189527,3
1685761352.303203,4
1685761352.419682,6
1685761352.535757,4
1685761352.649452,4
1685761352.763929,4
1685761352.877460,6
1685761352.990838,8
1685761353.104825,7
1685761353.211725,8
1685761353.337767,8
1685761353.451174,9
1685761353.563692,11
1685761353.671519,8
1685761353.786108,10
1685761353.899629,9
1685761354.014060,9
1685761354.129029,9
1685761354.244688,9
1685761354.358012,8
1685761354.471327,9
1685761354.584648,10
1685761354.697646,11
1685761354.811116,10
1685761354.924999,9
1685761355.038624,10
1685761355.152107,9
1685761355.255708,9
1685761355.369396,10
1685761355.484637,9
1685761355.597700,9
1685761355.711679,10
1685761355.825439,9
1685761355.932946,8
1685761356.046343,8
1685761356.152347,9
1685761356.265242,8
1685761356.379433,9
1685761356.493285,10
1685761356.605160,10
1685761356.719477,8
1685761356.833295,9
1685761356.940122,8
1685761357.053523,9
1685761357.166858,9
1685761357.279984,9
1685761357.393875,9
1685761357.507452,10
1685761357.620677,10
1685761357.734314,10
1685761357.848648,8
1685761357.964377,9
1685761358.079346,9
1685761358.187351,8
1685761358.302042,9
1685761358.417241,11
1685761358.520747,10
1685761358.628371,9
1685761358.742295,9
1685761358.855688,10
1685761358.961755,9
1685761359.066851,10
1685761359.181458,9
1685761359.294399,8
1685761359.408684,10
1685761359.522381,11
1685761359.636226,10
1685761359.749999,9
1685761359.863347,9
1685761359.971186,9
1685761360.076328,9
1685761360.190069,10
1685761360.298052,8
1685761360.412667,8
1685761360.526177,10
1685761360.639839,9
1685761360.754048,11
1685761360.867898,8
1685761360.981492,9
1685761361.095549,9
1685761361.209929,9
1685761361.318323,9
1685761361.431821,10
1685761361.545538,10
1685761361.659289,9
1685761361.772568,8
1685761361.886628,9
1685761361.990459,9
1685761362.103298,10
1685761362.216808,3
1685761362.330532,3
1685761362.444358,3
1685761362.557967,4
1685761362.671551,6
1685761362.783600,5
1685761362.897508,6
1685761363.013304,4
1685761363.128131,5
1685761363.241962,6
1685761363.356158,6
1685761363.469950,8
1685761363.583623,7
1685761363.697921,10
1685761363.805754,8
1685761363.919574,8
1685761364.033603,10
1685761364.141132,11
1685761364.248599,11
1685761364.369887,11
1685761364.486121,10
1685761364.591508,9
1685761364.704978,9
1685761364.821387,9
1685761364.936962,9
1685761365.051727,10
1685761365.165115,10
1685761365.278173,8
1685761365.391178,9
1685761365.505557,8
1685761365.619023,9
1685761365.732250,8
1685761365.840215,10
1685761365.954611,10
1685761366.069606,9
1685761366.183136,8
1685761366.296833,9
1685761366.410289,8
1685761366.525904,9
1685761366.640086,9
1685761366.761435,10
1685761366.875216,10
1685761366.989089,9
1685761367.102849,8
1685761367.216238,8
1685761367.329787,10
1685761367.443410,9
1685761367.558710,10
1685761367.668650,10
1685761367.782096,8
1685761367.895621,8
1685761368.009133,9
1685761368.122678,8
1685761368.236222,10
1685761368.349676,8
1685761368.464950,10
1685761368.581147,10
1685761368.694241,11
1685761368.810635,9
1685761368.915085,9
1685761369.038357,9
1685761369.151974,9
1685761369.265992,9
1685761369.379688,10
1685761369.493470,10
1685761369.599833,11
1685761369.714417,9
1685761369.828182,10
1685761369.933257,10
1685761370.052616,9
1685761370.166164,10
1685761370.279619,11
1685761370.392983,10
1685761370.506163,9
1685761370.620670,10
1685761370.737302,8
1685761370.850972,10
1685761370.962126,9
1685761371.075226,10
1685761371.190348,10
1685761371.303638,11
1685761371.416850,9
1685761371.529912,9
1685761371.644593,9
1685761371.759569,10
1685761371.874599,8
1685761371.980616,9
1685761372.094010,10
1685761372.201150,10
1685761372.316455,8
1685761372.429938,8
1685761372.537161,3
1685761372.650358,2
1685761372.763640,2
1685761372.877142,4
1685761372.991863,8
1685761373.107918,6
1685761373.222234,8
1685761373.335703,9
1685761373.442129,9
1685761373.556111,9
1685761373.671703,9
1685761373.786410,9
1685761373.900253,9
1685761374.013154,11
1685761374.126594,11
1685761374.240173,9
1685761374.353336,9
1685761374.459311,9
1685761374.573949,11
1685761374.681497,9
1685761374.794915,10
1685761374.910670,10
1685761375.025439,10
1685761375.138248,10
1685761375.249357,9
1685761375.363460,10
1685761375.473150,10
1685761375.577197,8
1685761375.680765,9
1685761375.793841,9
1685761375.907801,10
1685761376.021532,10
1685761376.136428,9
1685761376.253341,8
1685761376.367125,9
1685761376.480056,8
1685761376.593356,10
1685761376.707055,8
1685761376.822044,10
1685761376.925588,10
1685761377.039156,11
1685761377.153452,10
1685761377.266934,9
1685761377.380463,9
1685761377.493731,9
1685761377.606673,9
1685761377.720562,10
1685761377.834206,10
1685761377.948051,9
1685761378.062656,8
1685761378.169285,9
1685761378.282204,9
1685761378.395168,9
1685761378.508688,9
1685761378.622118,9
1685761378.735007,10
1685761378.849004,8
1685761378.962902,9
1685761379.076462,8
1685761379.184475,10
1685761379.297391,9
1685761379.410411,10
1685761379.523391,8
1685761379.636842,10
1685761379.749764,9
1685761379.863017,11
1685761379.970042,9
1685761380.082922,9
1685761380.198164,9
1685761380.312072,8
1685761380.419494,9
1685761380.533385,9
1685761380.641267,11
1685761380.745992,11
1685761380.860942,10
1685761380.968649,11
1685761381.073595,9
1685761381.186908,9
1685761381.300678,9
1685761381.415730,10
1685761381.531245,9
1685761381.644995,10
1685761381.758370,10
1685761381.874621,10
1685761381.982424,9
1685761382.095996,9
1685761382.203779,9
1685761382.318506,8
1685761382.421835,9
1685761382.534788,9
1685761382.648071,10
1685761382.761514,9
1685761382.876076,3
1685761382.983832,3
1685761383.101162,3
1685761383.214637,6
1685761383.326610,7
1685761383.440356,5
1685761383.558496,7
1685761383.668450,7
1685761383.782121,6
1685761383.897011,8
1685761384.010334,7
1685761384.123932,8
1685761384.237545,8
1685761384.351060,8
1685761384.464939,12
1685761384.579524,8
1685761384.693418,11
1685761384.807379,10
1685761384.918414,10
1685761385.031705,9
1685761385.146325,10
1685761385.261899,10
1685761385.376023,11
1685761385.489840,11
1685761385.603388,12
1685761385.717242,9
1685761385.830431,9
1685761385.943494,10
1685761386.055003,10
1685761386.162188,12
1685761386.271024,12
1685761386.404809,12
1685761386.519668,11
1685761386.625917,10
1685761386.738992,9
1685761386.853565,10
1685761386.968097,10
1685761387.082071,10
1685761387.186793,11
1685761387.299935,11
1685761387.413426,10
1685761387.528696,10
1685761387.644044,10
1685761387.758217,11
1685761387.872180,9
1685761387.985928,11
1685761388.100504,10
1685761388.214723,9
1685761388.328795,9
1685761388.433348,9
1685761388.549751,8
1685761388.663832,10
1685761388.777744,8
1685761388.891475,11
1685761389.004939,10
1685761389.118641,10
1685761389.230592,10
1685761389.344057,9
1685761389.459261,11
1685761389.575279,10
1685761389.689149,11
1685761389.804566,12
1685761389.918540,11
1685761390.032244,11
1685761390.148153,10
1685761390.261646,10
1685761390.375405,10
1685761390.489577,11
1685761390.603290,11
1685761390.709976,11
1685761390.813625,11
1685761390.928504,9
1685761391.043044,10
1685761391.156650,9
1685761391.271258,10
1685761391.385517,11
1685761391.499895,10
1685761391.606536,12
1685761391.720423,13
1685761391.834121,12
1685761391.940378,11
1685761392.054210,10
1685761392.159560,10
1685761392.273440,10
1685761392.387709,10
1685761392.492055,10
1685761392.606366,11
1685761392.721833,10
1685761392.835105,11
1685761392.938916,10
1685761393.052635,10
1685761393.166166,3
1685761393.279799,3
1685761393.394069,2
1685761393.506588,4
1685761393.619680,6
1685761393.732938,5
1685761393.846659,6
1685761393.964178,5
1685761394.077909,6
1685761394.192744,8
1685761394.307221,7
1685761394.422240,8
1685761394.535298,8
1685761394.649746,8
1685761394.763687,10
1685761394.878091,9
1685761394.993279,9
1685761395.107164,8
1685761395.213503,9
